LOINC,1988-5,C reactive protein [Mass/volume] in Serum or Plasma,measurements_frequent
LOINC,19926-5,FEV1/FVC,COPD
LOINC,19994-3,Oxygen/Total gas setting [Volume Fraction] Ventilator,measurements_daily|hospital_basic_labs
LOINC,2019-8,Carbon dioxide [Partial pressure] in Arterial blood,measurements_daily|hospital_basic_labs|or_labs_meds|labs_common
LOINC,2021-4,Carbon dioxide [Partial pressure] in Venous blood,or_labs_meds
LOINC,2027-1,Carbon dioxide  total [Moles/volume] in Venous blood,or_labs_meds
LOINC,2028-9,Carbon dioxide  total [Moles/volume] in Serum or Plasma,measurements_daily|UTI_ED_Bundle|hospital_basic_labs|cardiac_labs|kidney conditions|Gallstones|hiv_baseline|labs_common|chf_lab_work
LOINC,20447-9,HIV 1 RNA [#/volume] (viral load) in Serum or Plasma by NAA with probe detection,hiv_viral_load
LOINC,20454-5,Protein [Presence] in Urine by Test strip,preoperative|Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|kidney conditions|hiv_baseline|Dialysis
LOINC,20505-4,Bilirubin.total [Mass/volume] in Urine by Test strip,Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|kidney conditions|hiv_baseline|Dialysis
LOINC,20565-8,Carbon dioxide  total [Moles/volume] in Blood,Veteran Prostate Cancer|Kidney Transplant|Congestive Heart Failure|Lung Cancer|Colorectal Cancer|Dialysis|Veteran Hyperlipidemia|Wellness Encounters
LOINC,20570-8,Hematocrit [Volume Fraction] of Blood,anemia_sub|Gallstones|hiv_baseline
LOINC,2069-3,Chloride [Moles/volume] in Blood,Veteran Prostate Cancer|Kidney Transplant|Congestive Heart Failure|Lung Cancer|Colorectal Cancer|Dialysis|Veteran Hyperlipidemia|Wellness Encounters
LOINC,2075-0,Chloride [Moles/volume] in Serum or Plasma,measurements_daily|UTI_ED_Bundle|hospital_basic_labs|cardiac_labs|kidney conditions|Gallstones|hiv_baseline|labs_common|chf_lab_work
LOINC,2085-9,Cholesterol in HDL [Mass/volume] in Serum or Plasma,cardiac_labs|hiv_baseline|Veteran Hyperlipidemia|labs_common|Wellness Encounters|chf_lab_work
LOINC,2093-3,Cholesterol [Mass/volume] in Serum or Plasma,cardiac_labs|hiv_baseline|Veteran Hyperlipidemia|labs_common|Wellness Encounters|chf_lab_work
LOINC,21000-5,Erythrocyte distribution width [Entitic volume] by Automated count,Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|anemia_sub|UTI_ED_Bundle|Colorectal Cancer|hiv_baseline|Wellness Encounters
LOINC,2106-3,Choriogonadotropin (pregnancy test) [Presence] in Urine,GU_Pregnancy_Check
LOINC,21377-7,Magnesium [Mass/volume] in Blood,cardiac_labs
LOINC,2157-6,Creatine kinase [Enzymatic activity/volume] in Serum or Plasma,measurements_frequent
LOINC,2160-0,Creatinine [Mass/volume] in Serum or Plasma,measurements_daily|UTI_ED_Bundle|hospital_basic_labs|cardiac_labs|kidney conditions|Gallstones|hiv_baseline|labs_common|chf_lab_work
LOINC,21905-5,Primary tumor.clinical [Class] Cancer,TNM_Diagnosis
LOINC,21906-3,Regional lymph nodes.clinical [Class] Cancer,TNM_Diagnosis
LOINC,21907-1,Distant metastases.clinical [Class] Cancer,TNM_Diagnosis
LOINC,21908-9,Stage group.clinical Cancer,Breast_cancer
LOINC,21924-6,Tumor marker Cancer,Hormone_Diagnosis
LOINC,22577-1,Toxoplasma gondii Ab [Presence] in Serum,hiv_baseline
LOINC,2276-4,Ferritin [Mass/volume] in Serum or Plasma,measurements_frequent|chf_lab_work
LOINC,2339-0,Glucose [Mass/volume] in Blood,Veteran Prostate Cancer|Kidney Transplant|Congestive Heart Failure|Lung Cancer|Colorectal Cancer|Dialysis|Veteran Hyperlipidemia|Wellness Encounters
LOINC,2345-7,Glucose [Mass/volume] in Serum or Plasma,measurements_daily|UTI_ED_Bundle|hospital_basic_labs|cardiac_labs|kidney conditions|Gallstones|hiv_baseline|labs_common|chf_lab_work
LOINC,24124-0,Casts,UTI_Labs
LOINC,24321-2,Basic Metabolic 2000 Panel,Kidney Transplant|UTI_ED_Bundle|kidney conditions
LOINC,24323-8,Comprehensive metabolic 2000 panel - Serum or Plasma,Veteran Prostate Cancer|Lung Cancer|Colorectal Cancer|Gallstones|hiv_baseline|Veteran Hyperlipidemia|chf_lab_work|measurements_daily|UTI_ED_Bundle|hospital_basic_labs|cardiac_labs|Dialysis|labs_common
LOINC,24336-0,Gas panel - Arterial blood,measurements_daily|hospital_basic_labs|or_labs_meds|labs_common
LOINC,24339-4,Gas panel - Venous blood,or_labs_meds
LOINC,24356-8,Urinalysis complete panel - Urine,preoperative|Kidney Transplant
LOINC,24357-6,Urinalysis macro (dipstick) panel - Urine,preoperative|Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|UTI_Labs|kidney conditions|hiv_baseline|Dialysis
LOINC,24360-0,Hemoglobin and Hematocrit panel - Blood,anemia_sub
LOINC,24467-3,CD3+CD4+ (T4 helper) cells [#/volume] in Blood,hiv_cd4
LOINC,2498-4,Iron [Mass/volume] in Serum or Plasma,chf_lab_work
LOINC,2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,chf_lab_work
LOINC,2502-3,Iron saturation [Mass Fraction] in Serum or Plasma,chf_lab_work
LOINC,2514-8,Ketones [Presence] in Urine by Test strip,preoperative|Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|UTI_Labs|kidney conditions|hiv_baseline|Dialysis
LOINC,2532-0,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma,measurements_frequent
LOINC,25428-4,Glucose [Presence] in Urine by Test strip,preoperative|Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|kidney conditions|hiv_baseline|Dialysis
LOINC,2571-8,Triglycerides,cardiac_labs|hiv_baseline|Veteran Hyperlipidemia|labs_common|Wellness Encounters|chf_lab_work
LOINC,26453-1,Erythrocytes [#/volume] in Blood,Gallstones
LOINC,26464-8,Leukocytes [#/volume] in Blood,Gallstones
LOINC,26515-7,Platelet Count,Gallstones
LOINC,26881-3,Interleukin 6 [Mass/volume] in Serum or Plasma,measurements_frequent
LOINC,2703-7,Oxygen [Partial pressure] in Arterial blood,measurements_daily|hospital_basic_labs|or_labs_meds|labs_common
LOINC,2705-2,Oxygen [Partial pressure] in Venous blood,or_labs_meds
LOINC,2708-6,Oxygen saturation in Arterial blood,Congestive Heart Failure|measurements_daily|UTI_ED_Bundle|measurements_vitals|hospital_basic_labs|or_labs_meds|labs_common
LOINC,2713-6,Oxygen saturation Calculated from oxygen partial pressure in Blood,Sepsis
LOINC,2744-1,pH of Arterial blood,measurements_daily|hospital_basic_labs|or_labs_meds|labs_common
LOINC,2746-6,pH of Venous blood,or_labs_meds
LOINC,2777-1,Phosphate [Mass/volume] in Serum or Plasma,labs_common
LOINC,2823-3,Potassium [Moles/volume] in Serum or Plasma,measurements_daily|UTI_ED_Bundle|hospital_basic_labs|cardiac_labs|kidney conditions|Gallstones|hiv_baseline|labs_common|chf_lab_work
LOINC,28245-9,Abuse Status [OMAHA],Homelessness
LOINC,2857-1,Prostate specific Ag [Mass/volume] in Serum or Plasma,Veteran Prostate Cancer
LOINC,2885-2,Protein [Mass/volume] in Serum or Plasma,Veteran Prostate Cancer|Lung Cancer|Colorectal Cancer|Gallstones|hiv_baseline|Veteran Hyperlipidemia|chf_lab_work|measurements_daily|UTI_ED_Bundle|hospital_basic_labs|cardiac_labs|Dialysis|labs_common
LOINC,29463-7,Body Weight,measurements_vitals|Record Vitals Signs|Wellness Encounters|chf_lab_work
LOINC,2947-0,Sodium [Moles/volume] in Blood,Veteran Prostate Cancer|Kidney Transplant|Congestive Heart Failure|Lung Cancer|Colorectal Cancer|Dialysis|Veteran Hyperlipidemia|Wellness Encounters
LOINC,2951-2,Sodium [Moles/volume] in Serum or Plasma,measurements_daily|UTI_ED_Bundle|hospital_basic_labs|cardiac_labs|kidney conditions|Gallstones|hiv_baseline|labs_common|chf_lab_work
LOINC,29554-3,Procedure Narrative,alt_access|details
LOINC,3016-3,Thyrotropin [Units/volume] in Serum or Plasma,preoperative|Hypothyroidism
LOINC,3024-7,Thyroxine (T4) free [Mass/volume] in Serum or Plasma,Hypothyroidism
LOINC,30385-9,RBC Distribution Width,Gallstones
LOINC,30428-7,MCV,Gallstones
LOINC,3094-0,Urea nitrogen [Mass/volume] in Serum or Plasma,measurements_daily|UTI_ED_Bundle|hospital_basic_labs|cardiac_labs|kidney conditions|Gallstones|hiv_baseline|labs_common|chf_lab_work
LOINC,3173-2,aPTT in Blood by Coagulation assay,cardiac_labs|labs_common
LOINC,3184-9,Activated clotting time (ACT) of Blood by Coagulation assay,or_labs_meds|intraop_meds_blood
LOINC,32167-9,Clarity of Urine,Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|kidney conditions|hiv_baseline|Dialysis
LOINC,32207-3,Platelet distribution width [Entitic volume] in Blood by Automated count,Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|anemia_sub|UTI_ED_Bundle|Colorectal Cancer|hiv_baseline|Wellness Encounters
LOINC,32465-7,Physical findings of Prostate,Veteran Prostate Cancer
LOINC,32623-1,Platelet mean volume [Entitic volume] in Blood by Automated count,Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|anemia_sub|UTI_ED_Bundle|Colorectal Cancer|hiv_baseline|Wellness Encounters
LOINC,32624-9,Race,SDoH HRSN
LOINC,32693-4,Lactate [Moles/volume] in Blood,Sepsis
LOINC,33037-3,Anion Gap,Gallstones
LOINC,33728-7,Size.maximum dimension in Tumor,TNM_Diagnosis
LOINC,33756-8,Polyp size greatest dimension,Colorectal Cancer
LOINC,33762-6,NT-proBNP,preoperative|chf_lab_work
LOINC,33914-3,Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD),Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|kidney conditions|Colorectal Cancer|hiv_baseline|Veteran Hyperlipidemia|Wellness Encounters|chf_lab_work|measurements_daily|UTI_ED_Bundle|hospital_basic_labs|cardiac_labs|Dialysis|labs_common
LOINC,33959-8,Procalcitonin [Mass/volume] in Serum or Plasma,measurements_frequent
LOINC,34528-0,PT panel - Platelet poor plasma by Coagulation assay,measurements_frequent|labs_common
LOINC,34533-0,Odor of Urine,Veteran Prostate Cancer|Lung Cancer|kidney conditions|hiv_baseline|Dialysis
LOINC,38208-5,Pain severity - Reported,Prescribing Opioids for Chronic Pain and Treatment of OUD
LOINC,38265-5,DXA Radius and Ulna [T-score] Bone density,Osteoporosis|Injuries
LOINC,38483-4,Creatinine [Mass/volume] in Blood,Veteran Prostate Cancer|Kidney Transplant|Congestive Heart Failure|Lung Cancer|Colorectal Cancer|Dialysis|Veteran Hyperlipidemia|Wellness Encounters
LOINC,39156-5,Body mass index (BMI) [Ratio],Record Vitals Signs|Wellness Encounters
LOINC,42719-5,Total Bilirubin (Elevated),Gallstones
LOINC,44249-1,PHQ-9 quick depression assessment panel [Reported.PHQ],depression screening
LOINC,44261-6,Patient Health Questionnaire 9 item (PHQ-9) total score [Reported],depression screening
LOINC,44667-4,Site of distant metastasis in Breast tumor,TNM_Diagnosis
LOINC,44963-7,Capillary refill [Time] of Nail bed,Sepsis
LOINC,4544-3,Hematocrit [Volume Fraction] of Blood by Automated count,Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|measurements_daily|UTI_ED_Bundle|hospital_basic_labs|cardiac_labs|Colorectal Cancer|hiv_baseline|labs_common|Wellness Encounters|chf_lab_work
LOINC,4548-4,Hemoglobin A1c/Hemoglobin.total in Blood,preoperative|cardiac_labs|chf_lab_work|Metabolic Syndrome Standards of Care
LOINC,46240-8,History of Hospitalizations+Outpatient visits Narrative,Homelessness
LOINC,46288-7,US Guidance for biopsy of Prostate,Veteran Prostate Cancer
LOINC,48065-7,Fibrin D-dimer FEU [Mass/volume] in Platelet poor plasma,measurements_frequent
LOINC,49765-1,Calcium [Mass/volume] in Blood,Veteran Prostate Cancer|Kidney Transplant|Congestive Heart Failure|Lung Cancer|Colorectal Cancer|Dialysis|Veteran Hyperlipidemia|Wellness Encounters
LOINC,50190-8,Iron and Iron binding capacity panel - Serum or Plasma,chf_lab_work
LOINC,51990-0,Basic metabolic panel - Blood,Kidney Transplant|Congestive Heart Failure|Wellness Encounters
LOINC,54899-0,Preferred language,SDoH HRSN
LOINC,55277-8,HIV status,Homelessness
LOINC,55405-5,Heart failure tracking panel,preoperative|Congestive Heart Failure
LOINC,55757-9,Patient Health Questionnaire 2 item (PHQ-2) [Reported],depression screening
LOINC,55758-7,Patient Health Questionnaire 2 item (PHQ-2) total score [Reported],depression screening
LOINC,56051-6,Do you consider yourself Hispanic/Latino?,SDoH HRSN
LOINC,56799-0,Address,SDoH HRSN
LOINC,57023-4,Auto Differential panel - Blood,measurements_daily|hospital_basic_labs|hiv_baseline
LOINC,5767-9,Appearance of Urine,Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|kidney conditions|hiv_baseline|Dialysis
LOINC,5769-5,Bacteria,UTI_Labs
LOINC,57698-3,Lipid panel with direct LDL - Serum or Plasma,cardiac_labs|hiv_baseline|Veteran Hyperlipidemia|labs_common|Wellness Encounters|chf_lab_work
LOINC,5770-3,Bilirubin.total [Presence] in Urine by Test strip,preoperative|Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|kidney conditions|hiv_baseline|Dialysis
LOINC,5778-6,Color of Urine,Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|kidney conditions|hiv_baseline|Dialysis
LOINC,5787-7,Epithelial Cells,UTI_Labs
LOINC,57905-2,Hemoglobin.gastrointestinal.lower [Presence] in Stool by Immunoassay --1st specimen,Colorectal Cancer
LOINC,5792-7,Glucose [Mass/volume] in Urine by Test strip,Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|UTI_Labs|kidney conditions|hiv_baseline|Dialysis
LOINC,5794-3,Hemoglobin [Presence] in Urine by Test strip,preoperative|Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|UTI_Labs|kidney conditions|hiv_baseline|Dialysis
LOINC,5797-6,Ketones [Mass/volume] in Urine by Test strip,Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|kidney conditions|hiv_baseline|Dialysis
LOINC,5799-2,Leukocyte esterase [Presence] in Urine by Test strip,preoperative|Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|UTI_Labs|kidney conditions|hiv_baseline|Dialysis
LOINC,5802-4,Nitrite [Presence] in Urine by Test strip,preoperative|Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|UTI_Labs|kidney conditions|hiv_baseline|Dialysis
LOINC,5803-2,pH of Urine by Test strip,preoperative|Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|UTI_Labs|kidney conditions|hiv_baseline|Dialysis
LOINC,5804-0,Protein [Mass/volume] in Urine by Test strip,Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|UTI_Labs|kidney conditions|hiv_baseline|Dialysis
LOINC,5811-5,Specific gravity of Urine by Test strip,preoperative|Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|UTI_Labs|kidney conditions|hiv_baseline|Dialysis
LOINC,5821-4,WBCs,UTI_Labs
LOINC,58410-2,CBC panel - Blood by Automated count,Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|anemia_sub|Colorectal Cancer|hiv_baseline|Wellness Encounters|chf_lab_work|measurements_daily|UTI_ED_Bundle|hospital_basic_labs|cardiac_labs|labs_common
LOINC,5902-2,Prothrombin time (PT),measurements_frequent|labs_common
LOINC,5905-5,Monocytes/100 leukocytes in Blood by Automated count,measurements_daily|hospital_basic_labs|hiv_baseline
LOINC,59408-5,Oxygen saturation in Arterial blood by Pulse oximetry,Congestive Heart Failure|measurements_daily|UTI_ED_Bundle|measurements_vitals|hospital_basic_labs|or_labs_meds|labs_common
LOINC,59453-1,Morse Fall Scale panel,fall_risk_screening
LOINC,59460-6,Fall risk total [Morse Fall Scale],fall_risk_screening
LOINC,59461-4,Fall risk level [Morse Fall Scale],fall_risk_screening
LOINC,59557-9,Treatment status Cancer,Breast_cancer
LOINC,59576-9,Body mass index (BMI) [Percentile] Per age and sex,Wellness Encounters
LOINC,600-7,Blood Culture  Routine,UTI_ED_Bundle|Sepsis
LOINC,6075-6,Cladosporium herbarum IgE Ab [Units/volume] in Serum,Allergy Panel
LOINC,6082-2,Codfish IgE Ab [Units/volume] in Serum,Allergy Panel
LOINC,6085-5,Common Ragweed IgE Ab [Units/volume] in Serum,Allergy Panel
LOINC,6095-4,American house dust mite IgE Ab [Units/volume] in Serum,Allergy Panel
LOINC,6106-9,Egg white IgE Ab [Units/volume] in Serum,Allergy Panel
LOINC,61576-5,PROMIS short form - global - version 1.1,Functional Status Assessments
LOINC,6158-0,Latex IgE Ab [Units/volume] in Serum,Allergy Panel
LOINC,6189-5,White oak IgE Ab [Units/volume] in Serum,Allergy Panel
LOINC,6206-7,Peanut IgE Ab [Units/volume] in Serum,Allergy Panel
LOINC,62337-1,PROMIS item bank - 29 profile,Functional Status Assessments
LOINC,6246-3,Shrimp IgE Ab [Units/volume] in Serum,Allergy Panel
LOINC,6248-9,Soybean IgE Ab [Units/volume] in Serum,Allergy Panel
LOINC,6273-7,Walnut IgE Ab [Units/volume] in Serum,Allergy Panel
LOINC,6276-0,Wheat IgE Ab [Units/volume] in Serum,Allergy Panel
LOINC,6298-4,Potassium [Moles/volume] in Blood,Veteran Prostate Cancer|Kidney Transplant|Congestive Heart Failure|Lung Cancer|Colorectal Cancer|Dialysis|Veteran Hyperlipidemia|Wellness Encounters
LOINC,6299-2,Urea nitrogen [Mass/volume] in Blood,Veteran Prostate Cancer|Kidney Transplant|Congestive Heart Failure|Lung Cancer|Colorectal Cancer|Dialysis|Veteran Hyperlipidemia|Wellness Encounters
LOINC,630-4,Bacteria identified in Urine by Culture,UTI_Labs
LOINC,6301-6,INR in Platelet poor plasma by Coagulation assay,hospital_basic_labs|cardiac_labs|measurements_frequent|labs_common
LOINC,63512-8,How many people are living or staying at this address?,SDoH HRSN
LOINC,63513-6,Are you covered by health insurance or some other kind of health care plan [PhenX],Homelessness
LOINC,63586-2,What was your best estimate of the total income of all family members from all sources  before taxes  in last year?,SDoH HRSN
LOINC,65750-2,Drugs of abuse 5 panel - Urine by Screen method,Prescribing Opioids for Chronic Pain and Treatment of OUD
LOINC,66519-0,Percentage area affected by eczema Head and Neck [PhenX],Moderate Contact Dermatitis Observations|Mid Childhood Severe Eczema Observations|Early Childhood Moderate Eczema Observations|Severe Contact Dermatitis Observations|Mid Childhood Moderate Eczema Observations|Early Childhood Severe Eczema Observations
LOINC,66524-0,Percentage area affected by eczema Upper extremity - bilateral [PhenX],Moderate Contact Dermatitis Observations|Mid Childhood Severe Eczema Observations|Early Childhood Moderate Eczema Observations|Severe Contact Dermatitis Observations|Mid Childhood Moderate Eczema Observations|Early Childhood Severe Eczema Observations
LOINC,66529-9,Percentage area affected by eczema Trunk [PhenX],Moderate Contact Dermatitis Observations|Mid Childhood Severe Eczema Observations|Early Childhood Moderate Eczema Observations|Severe Contact Dermatitis Observations|Mid Childhood Moderate Eczema Observations|Early Childhood Severe Eczema Observations
LOINC,66534-9,Percentage area affected by eczema Lower extremity - bilateral [PhenX],Moderate Contact Dermatitis Observations|Mid Childhood Severe Eczema Observations|Early Childhood Moderate Eczema Observations|Severe Contact Dermatitis Observations|Mid Childhood Moderate Eczema Observations|Early Childhood Severe Eczema Observations
LOINC,6690-2,Leukocytes [#/volume] in Blood by Automated count,Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|anemia_sub|Colorectal Cancer|hiv_baseline|Wellness Encounters|chf_lab_work|measurements_daily|UTI_ED_Bundle|hospital_basic_labs|cardiac_labs|labs_common
LOINC,6768-6,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,Veteran Prostate Cancer|Lung Cancer|Colorectal Cancer|Gallstones|hiv_baseline|Veteran Hyperlipidemia|chf_lab_work|measurements_daily|UTI_ED_Bundle|hospital_basic_labs|cardiac_labs|Dialysis|labs_common
LOINC,67875-5,Employment status - current,SDoH HRSN
LOINC,6833-8,Cat dander IgE Ab [Units/volume] in Serum,Allergy Panel
LOINC,6844-5,Honey bee IgE Ab [Units/volume] in Serum,Allergy Panel
LOINC,69409-1,U.S. standard certificate of death - 2003 revision,DeathModule
LOINC,69453-9,Cause of Death [US Standard Certificate of Death],DeathModule
LOINC,69737-5,Generalized anxiety disorder 7 item (GAD-7),anxiety_screening
LOINC,69742-5,CBC W Differential panel  method unspecified - Blood,Gallstones
LOINC,70006-2,Medication management note,acs_discharge_meds
LOINC,70274-6,Generalized anxiety disorder 7 item (GAD-7) total score [Reported.PHQ],anxiety_screening
LOINC,704-7,Basophils [#/volume] in Blood by Automated count,measurements_daily|hospital_basic_labs|hiv_baseline
LOINC,706-2,Basophils/100 leukocytes in Blood by Automated count,measurements_daily|hospital_basic_labs|hiv_baseline
LOINC,711-2,Eosinophils [#/volume] in Blood by Automated count,measurements_daily|hospital_basic_labs|hiv_baseline
LOINC,713-8,Eosinophils/100 leukocytes in Blood by Automated count,measurements_daily|hospital_basic_labs|hiv_baseline
LOINC,71425-3,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Blood by Immunoassay,cardiac_labs
LOINC,718-7,Hemoglobin [Mass/volume] in Blood,Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|anemia_sub|Colorectal Cancer|Gallstones|hiv_baseline|Wellness Encounters|chf_lab_work|measurements_daily|UTI_ED_Bundle|hospital_basic_labs|cardiac_labs|labs_common
LOINC,71802-3,Housing status,Homelessness|SDoH HRSN
LOINC,71933-6,Veterans Rand health survey - 36 item (VR-36),Functional Status Assessments
LOINC,71934-4,Veterans Rand health survey - 12 item (VR-12),Functional Status Assessments
LOINC,71956-7,PROMIS-29 Sleep disturbance score,Functional Status Assessments
LOINC,71958-3,PROMIS-29 Satisfaction with participation in social roles score,Functional Status Assessments
LOINC,71960-9,PROMIS-29 Physical function score,Functional Status Assessments
LOINC,71962-5,PROMIS-29 Pain interference score,Functional Status Assessments
LOINC,71964-1,PROMIS-29 Fatigue score,Functional Status Assessments
LOINC,71966-6,PROMIS-29 Depression score,Functional Status Assessments
LOINC,71968-2,PROMIS-29 Anxiety score,Functional Status Assessments
LOINC,71970-8,PROMIS-10 Global Mental Health (GMH) score,Functional Status Assessments
LOINC,71972-4,PROMIS-10 Global Physical Health (GPH) score,Functional Status Assessments
LOINC,71973-2,VR-36 Mental health (MH) score - oblique method,Functional Status Assessments
LOINC,71974-0,VR-36 Role emotion (RE) score - oblique method,Functional Status Assessments
LOINC,71975-7,VR-36 Social functioning (SF) score - oblique method,Functional Status Assessments
LOINC,71976-5,VR-36 Vitality (VT) score - oblique method,Functional Status Assessments
LOINC,71977-3,VR-36 General health (GH) score - oblique method,Functional Status Assessments
LOINC,71978-1,VR-36 Bodily pain (BP) score - oblique method,Functional Status Assessments
LOINC,71979-9,VR-36 Role physical (RP) score - oblique method,Functional Status Assessments
LOINC,71980-7,VR-36 Physical functioning (PF) score - oblique method,Functional Status Assessments
LOINC,72009-4,VR-12 Mental health (MH) score - oblique method,Functional Status Assessments
LOINC,72010-2,VR-12 Role emotion (RE) score - oblique method,Functional Status Assessments
LOINC,72011-0,VR-12 Social functioning (SF) score - oblique method,Functional Status Assessments
LOINC,72012-8,VR-12 Vitality (VT) score - oblique method,Functional Status Assessments
LOINC,72013-6,VR-12 General health (GH) score - oblique method,Functional Status Assessments
LOINC,72014-4,VR-12 Bodily pain (BP) score - oblique method,Functional Status Assessments
LOINC,72015-1,VR-12 Role physical (RP) score - oblique method,Functional Status Assessments
LOINC,72016-9,VR-12 Physical functioning (PF) score - oblique method,Functional Status Assessments
LOINC,72091-2,Knee injury and Osteoarthritis Outcome Score [KOOS],Functional Status Assessments
LOINC,72092-0,Hip Dysfunction and Osteoarthritis Outcome Score [HOOS],Functional Status Assessments
LOINC,72093-8,Quality of life score [HOOS],Functional Status Assessments
LOINC,72094-6,Sport-recreation score [HOOS],Functional Status Assessments
LOINC,72095-3,Activities of daily living score [HOOS],Functional Status Assessments
LOINC,72096-1,Symptoms score [HOOS],Functional Status Assessments
LOINC,72097-9,Pain score [HOOS],Functional Status Assessments
LOINC,72098-7,Quality of life score [KOOS],Functional Status Assessments
LOINC,72099-5,Sport-recreation score [KOOS],Functional Status Assessments
LOINC,72100-1,Activities of daily living score [KOOS],Functional Status Assessments
LOINC,72101-9,Symptoms score [KOOS],Functional Status Assessments
LOINC,72102-7,Pain score [KOOS],Functional Status Assessments
LOINC,72106-8,Total score [MMSE],Dementia
LOINC,72109-2,Alcohol Use Disorder Identification Test - Consumption [AUDIT-C],substance use screening
